tweet_preproc,sentiment
  rt elpayán de rodilla nunca más scioli presidente mejorscioli,neg
  rt ideas38160811 mdelao recorte y más recorte hoy haber elección en argentina y estar querer volver a él mismo ajuste fiscal y p,pos
  rt ginolavarini hoy ir ser uno gran día porque argentinar despertar hoyvotomacri elecciones2015 macripresidente cambier vamosargenti,pos
  maduro no haber eliminar el pòliza de seguro de el administración público sólo por el elección pero estar loquito por hacer él,neg
  rt zarcasmo2 tú él decir al oído y susurrar porque no querer despertar a nadie hoyvotomacri cambier,neg
  rt mauriciomacri el gobierno él tener que renovar el reelección indefinido no ser buena macrientelenoche cambier,pos
  rt felipecimadoro kristina ser el lider de el filial argentino del hezbollah por ese asesino a nismar cuando este tener el prueba,neg
  rt docobregon cuando él inundar estar en italia hoy él caer en el ley,neg
c5n madre mia el helicoptero de el mentira tener tanto que hagata poder despegar,neg
  rt u24noticias si ganar macri tiemblo el eje bolivariano vía u24noticias,neg
  gabicerru este ser hacer él correcto sciolipresidente,pos
  rt manifilis arriba todo ser uno dia de sol a fiscalizar findeciklo despu de12 año él terminar el diktadura yocambio macripre,neu
  hoy ser uno día peronista mejorscioli resistiendoconaguante sciolipresidente yobancoascioli,neu
  rt pagina12 tras el pista de el terrorista en mali el autoridad de mali buscar a tres sospechoso del ata,neg
  elviis el psoe ganar el elección en andalucía y ciudadano ser el tercero fuerza el psoe ganar el,pos
  proargentina hoy el dia mas esperado argentina cambiar,pos
  rt marielabdv karenalirisethg lourdeszuazo populardiario bairespolitico mariabriancesco hasta diario norteamericano hoy hablar del,neu
  •hoy ya saber eh ese cambio no no no yovotoascioli,neu
  hoyvotomacri balotaje2015 cambier porque no querer uno arquitecto egipcio,neg
  rt beadiosdado hoy voto a macri,neu
  rt prensaucr ser hoy ser ahora cambier,neu
  rt clarincom no sabés dónde votás consultá el padrón electoral gt,neu
  hoy en argentina bancar a macri mucho a mi pesar argentino necesitar uno cambio,pos
  rt lubertino ir a votar con fe con esperanza con alegría x el educación el ciencia el deporte el cultura el igualdad yovotoasciol,pos
  ser hoy ser acá ser ahora 22n cambier mauriciopresidente gabyvice,neu
  rt licgentile el carrera político de scioli ser mucho parecido a house of cards él ser el periodista,neu
  rt andytow hoy el encuesta marcar uno diferencia promedio de 7 punto respecto a scioli con entre 5 y 10 de indeciso con posición,neg
  pedir amlo crear comités en el 300 distrito tras rendir protesta indicar que el elección presidencial n,neu
  rt olivareshctor uno hermoso día para el democracia del país sigar construir el sistema democrático argentino merecemo estar mejor,pos
  bueno tranquilidad uno bueno ser mejor que mucho mediocr,pos
  andalucesand martamejiasort jairanzo pilartavoro isabelbarrigo partcastellano paterritoriocdz él hacer rara uno elección sin pa,neu
  rt sergesiciliano el matanza completo con fiscal d cambier todo cuidar tu voto para q mauriciomacri ser presidente velezgus ht,pos
  cuando vayas a votar pensa en el inseguridad y en el odio q despertar entre el argentino este gobierno cambier,neg
  beatesouro si ganar macri tiemblo el eje bolivariano,neg
  rt norexiteran74 carlosramirezl3 mauriciomacri el domingo argentino tener uno nuevo presidente y vzla uno nuevo presidente amigo,pos
  rt joseinasot macri el gladiador del cambio que soñar con vencer al kirchnerismo hoyvotomacri,neg
  danielscioli rabolinikarín lorenascioli mucho buen día y ir a el victoria,pos
  rt malavicha argentino ir que él poder argentino hoyvotomacri cambier envelopewitharrow,neu
  elecciones2015 domingo especial en aire de noticia con borghisandra y gonzaloaziz balotaje2015 x radiomitre,neu
  argentino elije entre scioli y macri al sucesor de cristina temadeldiarin,pos
  rt brianlanzelotta mañana porfavor él pedir de corazón encerio vot sciolipresidente beso el amo victoryhand growingheart rainbow,neu
  rt telesurtv elecciones2015 argentino salir a votar entre el inclusión social y neoliberalismo gt,neg
  genpenaloza mauriciomacri hoy argentino tener uno nuevo presidente y vzla uno nuevo presidente amigo,pos
  sciolipresidente para q no tú gobernar,neu
  cynsiempre no llorar por tú argentinar vas a ganar otro vez ser nervio y vida de patriagrande evitar kirchner peron y chávez estar ahí,pos
  elección argentino 2015 en vivo,pos
  rt juancampanellar si votar a scioli o a macri no importar si so is fiscal acordate de este por favor rt,neu
  yaaaa foeeee veda electoral ganar macri manijasasss querer votarrrrr,neu
  rt martinezlucar mucho gente llegar a votar temprano en el escuela nro 5045 de el caldera cambier salta,neu
  según c5n a ser el 08 57 scioli ganar con uno amplio margen,pos
  balotaje2015 ser válir el boleta electoral del 25 de octubre y del 22 de noviembre,neu
  rt nerdadantes27 por uno patria libre sin miedo a expresar él hoy romp el cadena por uno nuevo argentina hoyvotomacri,pos
  rt monseneme 6 50 a fiscalizar imposible no salir a defender el voto de el argentina recuperado,neg
  andreadelboca1 q tenga uno dia hermoso andy hoy con mas fe y esperanza que nunca ayer convenci a 2 chica en iguazu votar a scioli victoryhand bueh,pos
  macri todavía no ganar y ya traicionar a el ucr gt gt lt lt mejorscioli,neg
  rt infobae zannini contra massa nadie ir a olvidar que dejastir el peronismo cuando tú necesitar,neg
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  rt gustamdq el 25 de octubre voté a massa ahora estar totalmente decidido de votar por scioli como decir lavagnar el ajuste de macri ser,neg
  rt bernardo98364 que desesperación agarrar muchacho que voto no haber,neg
  el que votar a scioli ser el que votar a travel scioli no poder hacer uno muñeco jajajajajajajajajar él amar,neg
  ser radical y trabajer en el pro este ser mi historia video gt gt lt lt,neg
  rt comitegm2015 el 22 de noviembre cambier fuerzafiscal vamosxcambio gt hoy nacer uno nuevo argentina lt moralesgerardo1,pos
  gano daniel scioli con uno promedio de 82 contra el 28 para mauricio macri en el país donde votar,pos
  daniel scioli el fútbol y el deporte como objetivo goal futbol,neu
rt bracesco médico de el cámpora obligar a paciente a votar scioli o no él atendiendir más y exigir foto califato de peronopoli,neg
  rt periodistaperon macri decir que su procesamiento ser uno maniobra de el k pero el que él procesar ser nismar vo so is nismar votás,neg
  rt nicofarranok ir scioli el puta madre victoryhand victoryhand victoryhand victoryhand victoryhand,neg
  rt ferbeg59 ya llegar el día y el día ser hoyyyy hoyvotomacri macripresidente,neu
rt maxiharper que verguencer que dar el kirchnerismo entre a votar y solo habiar boleta de scioli y macri fraudeelectoral basto de este m,neg
  elección nacional 2ª vuelta argentino elegir nuevo presidente dónde seguir el escrutinio,pos
  argentinadecidir entre 2 hijo rico del sistema que hundir a argentinaojalá él él elevar y rompar con su historia,pos
  marianavogler10 ser de ostende pinamar yovotomacri y mi familia ir por el cambio macripresidente redheart,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
rt lanataenel13 él filtrar mensaje de puntero k pedir a su militancia q poner varios boleta de scioli en el sobre para empiojar,neg
rt leonxxxiii ser probable que scioli el cámpora y cfkargentín hacer peor elección que luder herminio y lorenzo miguel en 1983 ser you,neg
rt magdaruizg el fiscal fein elegir mirar para otro lado cuando tener que decir cómo morir nisman hablar uno vez pasado él eleccionir,neg
  rt santimooro señor llego el día el cambio ser ahora no dejar pasar el oportunidad de hacer historia yo querer vivir mejor por e,neg
  roquepalaan no llorar por tú argentinar vas a ganar otro vez ser nervio y vida de patriagrande evitar kirchner y chávez estar ahí,pos
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  rt elisacarrioarg yovotoamacri porque tener memoria de el pésimo destión de scioli en ña provincia,neg
  y penser que en uno pueblo como este después de el elección yo ver en el carnicería de el esquina en el verdulería del gato,neg
  rt supersecretario yovotoascioli vamossssssssssssssssssssssssssssssssssssssssssssssssssss,neu
  rt carlbonifatti el que tener miedo ser uno esclavo cambier,neg
  rt grupolosaltar con el compañero dantebowen en el festejo de omar burgoa por su victoria en el elección de 28 de julio,neu
  mareatlantica no decir ese cosa que yo al día siguiente de el elección yo olvidamos de municipalizar servicio,neg
  rt matilandolfi mientras scioli continuo violar el veda mauricio en humauaca jugar al fútbol con el chico macripresidente,neg
  rt alonsomarcelof cambier el país yocambio con mauriciomacri gabimichetti mariuvidal y hectorgay en bahía blanco fpensar fpir,neu
rt gabylevinas si ganar macri scioli no ir a poder seguir comprar estancia de 11764 hectár en lobería como el morocha d mario hirsch,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt luisdelia haber sólo uno boleta con el color celeste y blanco elegí argentino elegir a danielscioli victoryhandlightskintonir yobancoascioli,pos
  rt radiomitrar eleccionesmitre desde el 8 argentina elegir presidente en uno balotaje histórico,pos
  rt santosjorgeh él q no poder recuperar en el elección el 12 año perdido él q  poder recuperar en el elección el república el,neg
  rt lauritalonso gracias a el mil de president de mesa y fiscal q hoy ir a cuidar el voto de todo gracias elecciones2015 ele,pos
  rt probegui desde berazategui cambiemos ser hoy,neu
  32 millón de argentino estar convocado a participar este domingo en elección presi,neu
  rt casanovasrichy buen domingo a todo hoy nacer uno nuevo república cambier hoyvotomacri nismanpresente argentina,pos
  retweeted infobae infobae qué decir scioli y macri con su gesto durante el campaña,neg
  coonquistame como saber que perderan uds querer uno pais para poco cuanto egoismoganascioli,neg
  rt fedegrecoreal elecciones2015 fedegreco a quién ir a votar yo gustar daniel scioli rt macri,pos
rt supersifon este poner fiesta de el democracia y subir foto romper boleta de cambiemos,neg
  rt lilindalive que hoy ser uno día de emoción de cambio hoyvotomacri macripresidente,pos
  rt republicanomm eldiadelcambio haber llegar todo a cuidar el voto yovotoamacri cambier,neu
  rt paiestina hoy elegir nuevo presidente argentino ser cual ser su elección desear él todo él mejor al pueblo argentino mucho solidario co,pos
rt pat350 a ver sberensztein que decir que el kampaña del miedo influir para bajar el voto a macri de qué él disfrazar chanta,neg
  comenzar boca de urna segundavueltar profesionalidad e independencia dato 12h 15 y 18 30 elecciones2015,neu
  argentino votar ilusión y uno futuro de convivencia no tener miedo de cambiar que significar progresar,pos
  oposición no firmar propuesta de unasur a elección como cheque en blanco,neg
  dfedresde inesarrimada ciudadanoscs claro sobre todo porque cs ganar el elección en andalucía y el psa quedo 4to verdad,pos
  rt mingoangelini gracia por acompañar yo y bancar a danielscioli mañana poner ese voto con mucho energía que ganar argentino qué,pos
  telesurtv rt osvaldozayas hoy argentinadecidir,neu
  rt carlosramirezl3 venezuelo ser uno tacita de plata si todo el día de todo el semana de todo el mes de todo el año estu,neu
  rt santosjorgeh él q no poder recuperar en el elección el 12 año perdido él q  poder recuperar en el elección el república el,neg
rt zurdacatastrofe fabdomar ser venezolano vivir en argentina desde hacer 9 año si ganar macri él encender uno luz de esperanza para,neg
  plomoparejo bluecircle largebluediamond cuando el pava ser macha ser que ser macha el mufa no descansar argentinavotahoy macripresidente,neu
  con el mesa listo esperar al pueblo córdoba argentino,pos
edgardorovirar por algo macri llenar de contenedor de residuo su mal administrado bs aires,neg
  rt vallero33oo07 avotarporlapaz scioli adelante argentinadecidir bien ser el buitre y el burgués chulo aqui tener diana co,pos
